Seed1,Team1,Team1_id,Score1,Seed2,Team2,Team2_id,Score2,Winner,Winner_id,Year
6,Buffalo,2084,58.0,3,Texas Tech,2641,78.0,0,2641,2019
10,Florida,57,49.0,2,Michigan,130,64.0,0,130,2019
9,Oklahoma,201,51.0,1,Virginia,258,63.0,0,258,2019
13,UC Irvine,300,54.0,12,Oregon,2483,73.0,0,2483,2019
6,Villanova,222,61.0,3,Purdue,2509,87.0,0,2509,2019
10,Iowa,2294,77.0,2,Tennessee,2633,83.0,0,2633,2019
9,Washington,264,59.0,1,North Carolina,153,81.0,0,153,2019
5,Auburn,2,89.0,4,Kansas,2305,75.0,1,2,2019
11,Ohio State,194,59.0,3,Houston,248,74.0,0,248,2019
7,Wofford,2747,56.0,2,Kentucky,96,62.0,0,96,2019
4,Virginia Tech,259,73.0,1,Duke,150,75.0,0,150,2019
3,LSU,99,63.0,2,Michigan St,127,80.0,0,127,2019
4,Florida St,52,58.0,1,Gonzaga,2250,72.0,0,2250,2019
3,Texas Tech,2641,63.0,2,Michigan,130,44.0,1,2641,2019
12,Oregon,2483,49.0,1,Virginia,258,53.0,0,258,2019
3,Purdue,2509,99.0,2,Tennessee,2633,94.0,1,2509,2019
5,Auburn,2,97.0,1,North Carolina,153,80.0,1,2,2019
3,Houston,248,58.0,2,Kentucky,96,62.0,0,96,2019
2,Michigan St,127,68.0,1,Duke,150,67.0,1,127,2019
3,Texas Tech,2641,75.0,1,Gonzaga,2250,69.0,1,2641,2019
3,Purdue,2509,75.0,1,Virginia,258,80.0,0,258,2019
5,Auburn,2,77.0,2,Kentucky,96,71.0,1,2,2019
3,Texas Tech,2641,61.0,2,Michigan St,127,51.0,1,2641,2019
5,Auburn,2,62.0,1,Virginia,258,63.0,0,258,2019
3,Texas Tech,2641,77.0,1,Virginia,258,85.0,0,258,2019
16,Norfolk St,2450,55.0,1,Gonzaga,2250,98.0,0,2250,2021
9,Missouri,142,68.0,8,Oklahoma,201,72.0,0,201,2021
12,Santa Barbara,2540,62.0,5,Creighton,156,63.0,0,156,2021
13,Ohio,195,62.0,4,Virginia,258,58.0,1,195,2021
11,Drake,2181,56.0,6,USC,30,72.0,0,30,2021
14,E Washington,331,84.0,3,Kansas,2305,93.0,0,2305,2021
15,Grand Canyon,2253,74.0,2,Iowa,2294,86.0,0,2294,2021
16,Texas Southern,2640,66.0,1,Michigan,130,82.0,0,130,2021
9,St Bonaventure,179,61.0,8,LSU,99,76.0,0,99,2021
12,Georgetown,46,73.0,5,Colorado,38,96.0,0,38,2021
13,UNC Greensboro,2430,54.0,4,Florida St,52,64.0,0,52,2021
11,UCLA,26,73.0,6,BYU,252,62.0,1,26,2021
14,Abilene Chrstn,2000,53.0,3,Texas,251,52.0,1,2000,2021
10,Maryland,120,63.0,7,UConn,41,54.0,1,120,2021
15,Iona,314,55.0,2,Alabama,333,68.0,0,333,2021
16,Hartford,42,55.0,1,Baylor,239,79.0,0,239,2021
9,Wisconsin,275,85.0,8,North Carolina,153,62.0,1,275,2021
12,Winthrop,2737,63.0,5,Villanova,222,73.0,0,222,2021
13,North Texas,249,78.0,4,Purdue,2509,69.0,1,249,2021
11,Utah State,328,53.0,6,Texas Tech,2641,65.0,0,2641,2021
14,Colgate,2142,68.0,3,Arkansas,8,85.0,0,8,2021
10,Virginia Tech,259,70.0,7,Florida,57,75.0,0,57,2021
15,Oral Roberts,198,75.0,2,Ohio State,194,72.0,1,198,2021
16,Drexel,2182,49.0,1,Illinois,356,78.0,0,356,2021
9,Georgia Tech,59,60.0,8,Loyola Chicago,2350,71.0,0,2350,2021
12,Oregon St,204,70.0,5,Tennessee,2633,56.0,1,204,2021
13,Liberty,2335,60.0,4,Oklahoma St,197,69.0,0,197,2021
11,Syracuse,183,78.0,6,San Diego St,21,62.0,1,183,2021
14,Morehead St,2413,67.0,3,West Virginia,277,84.0,0,277,2021
10,Rutgers,164,60.0,7,Clemson,228,56.0,1,164,2021
15,Cleveland St,325,56.0,2,Houston,248,87.0,0,248,2021
8,Oklahoma,201,71.0,1,Gonzaga,2250,87.0,0,2250,2021
13,Ohio,195,58.0,5,Creighton,156,72.0,0,156,2021
6,USC,30,85.0,3,Kansas,2305,51.0,1,30,2021
7,Oregon,2483,95.0,2,Iowa,2294,80.0,1,2483,2021
8,LSU,99,78.0,1,Michigan,130,86.0,0,130,2021
5,Colorado,38,53.0,4,Florida St,52,71.0,0,52,2021
14,Abilene Chrstn,2000,47.0,11,UCLA,26,67.0,0,26,2021
10,Maryland,120,77.0,2,Alabama,333,96.0,0,333,2021
9,Wisconsin,275,63.0,1,Baylor,239,76.0,0,239,2021
13,North Texas,249,61.0,5,Villanova,222,84.0,0,222,2021
6,Texas Tech,2641,66.0,3,Arkansas,8,68.0,0,8,2021
15,Oral Roberts,198,81.0,7,Florida,57,78.0,1,198,2021
8,Loyola Chicago,2350,71.0,1,Illinois,356,58.0,1,2350,2021
12,Oregon St,204,80.0,4,Oklahoma St,197,70.0,1,204,2021
11,Syracuse,183,75.0,3,West Virginia,277,72.0,1,183,2021
10,Rutgers,164,60.0,2,Houston,248,63.0,0,248,2021
5,Creighton,156,65.0,1,Gonzaga,2250,83.0,0,2250,2021
7,Oregon,2483,68.0,6,USC,30,82.0,0,30,2021
4,Florida St,52,58.0,1,Michigan,130,76.0,0,130,2021
11,UCLA,26,88.0,2,Alabama,333,78.0,1,26,2021
5,Villanova,222,51.0,1,Baylor,239,62.0,0,239,2021
15,Oral Roberts,198,70.0,3,Arkansas,8,72.0,0,8,2021
12,Oregon St,204,65.0,8,Loyola Chicago,2350,58.0,1,204,2021
11,Syracuse,183,46.0,2,Houston,248,62.0,0,248,2021
6,USC,30,66.0,1,Gonzaga,2250,85.0,0,2250,2021
11,UCLA,26,51.0,1,Michigan,130,49.0,1,26,2021
3,Arkansas,8,72.0,1,Baylor,239,81.0,0,239,2021
12,Oregon St,204,61.0,2,Houston,248,67.0,0,248,2021
11,UCLA,26,90.0,1,Gonzaga,2250,93.0,0,2250,2021
2,Houston,248,59.0,1,Baylor,239,78.0,0,239,2021
1,Gonzaga,2250,70.0,1,Baylor,239,86.0,0,239,2021
16,Georgia St,2247,72.0,1,Gonzaga,2250,93.0,0,2250,2022
9,Memphis,235,64.0,8,Boise St,68,53.0,1,235,2022
12,New Mexico St,166,70.0,5,UConn,41,63.0,1,166,2022
13,Vermont,261,71.0,4,Arkansas,8,75.0,0,8,2022
11,Notre Dame,87,78.0,6,Alabama,333,64.0,1,87,2022
14,Montana St,147,62.0,3,Texas Tech,2641,97.0,0,2641,2022
10,Davidson,2166,73.0,7,Michigan St,127,74.0,0,127,2022
15,Fullerton,2239,61.0,2,Duke,150,78.0,0,150,2022
16,Norfolk St,2450,49.0,1,Baylor,239,85.0,0,239,2022
9,Marquette,269,63.0,8,North Carolina,153,95.0,0,153,2022
12,Indiana,84,53.0,5,Saint Mary's,2608,82.0,0,2608,2022
13,Akron,2006,53.0,4,UCLA,26,57.0,0,26,2022
11,Virginia Tech,259,73.0,6,Texas,251,81.0,0,251,2022
14,Yale,43,56.0,3,Purdue,2509,78.0,0,2509,2022
10,San Francisco,2539,87.0,7,Murray St,93,92.0,0,93,2022
15,Saint Peter's,2612,85.0,2,Kentucky,96,79.0,1,2612,2022
16,Wright St,2750,70.0,1,Arizona,12,87.0,0,12,2022
9,TCU,2628,69.0,8,Seton Hall,2550,42.0,1,2628,2022
12,UAB,5,68.0,5,Houston,248,82.0,0,248,2022
13,Chattanooga,236,53.0,4,Illinois,356,54.0,0,356,2022
11,Michigan,130,75.0,6,Colorado St,36,63.0,1,130,2022
14,Longwood,2344,56.0,3,Tennessee,2633,88.0,0,2633,2022
10,Loyola Chicago,2350,41.0,7,Ohio State,194,54.0,0,194,2022
15,Delaware,48,60.0,2,Villanova,222,80.0,0,222,2022
16,Texas Southern,2640,56.0,1,Kansas,2305,83.0,0,2305,2022
9,Creighton,156,72.0,8,San Diego St,21,69.0,1,156,2022
12,Richmond,257,67.0,5,Iowa,2294,63.0,1,257,2022
13,S Dakota St,2571,57.0,4,Providence,2507,66.0,0,2507,2022
11,Iowa State,66,59.0,6,LSU,99,54.0,1,66,2022
14,Colgate,2142,60.0,3,Wisconsin,275,67.0,0,275,2022
10,Miami,2390,68.0,7,USC,30,66.0,1,2390,2022
15,Jax State,55,61.0,2,Auburn,2,80.0,0,2,2022
9,Memphis,235,78.0,1,Gonzaga,2250,82.0,0,2250,2022
12,New Mexico St,166,48.0,4,Arkansas,8,53.0,0,8,2022
11,Notre Dame,87,53.0,3,Texas Tech,2641,59.0,0,2641,2022
7,Michigan St,127,76.0,2,Duke,150,85.0,0,150,2022
8,North Carolina,153,93.0,1,Baylor,239,86.0,1,153,2022
5,Saint Mary's,2608,56.0,4,UCLA,26,72.0,0,26,2022
6,Texas,251,71.0,3,Purdue,2509,81.0,0,2509,2022
15,Saint Peter's,2612,70.0,7,Murray St,93,60.0,1,2612,2022
9,TCU,2628,80.0,1,Arizona,12,85.0,0,12,2022
5,Houston,248,68.0,4,Illinois,356,53.0,1,248,2022
11,Michigan,130,76.0,3,Tennessee,2633,68.0,1,130,2022
7,Ohio State,194,61.0,2,Villanova,222,71.0,0,222,2022
9,Creighton,156,72.0,1,Kansas,2305,79.0,0,2305,2022
12,Richmond,257,51.0,4,Providence,2507,79.0,0,2507,2022
11,Iowa State,66,54.0,3,Wisconsin,275,49.0,1,66,2022
10,Miami,2390,79.0,2,Auburn,2,61.0,1,2390,2022
4,Arkansas,8,74.0,1,Gonzaga,2250,68.0,1,8,2022
3,Texas Tech,2641,73.0,2,Duke,150,78.0,0,150,2022
8,North Carolina,153,73.0,4,UCLA,26,66.0,1,153,2022
15,Saint Peter's,2612,67.0,3,Purdue,2509,64.0,1,2612,2022
5,Houston,248,72.0,1,Arizona,12,60.0,1,248,2022
11,Michigan,130,55.0,2,Villanova,222,63.0,0,222,2022
4,Providence,2507,61.0,1,Kansas,2305,66.0,0,2305,2022
11,Iowa State,66,56.0,10,Miami,2390,70.0,0,2390,2022
4,Arkansas,8,69.0,2,Duke,150,78.0,0,150,2022
15,Saint Peter's,2612,49.0,8,North Carolina,153,69.0,0,153,2022
5,Houston,248,44.0,2,Villanova,222,50.0,0,222,2022
10,Miami,2390,50.0,1,Kansas,2305,76.0,0,2305,2022
8,North Carolina,153,81.0,2,Duke,150,77.0,1,153,2022
2,Villanova,222,65.0,1,Kansas,2305,81.0,0,2305,2022
8,North Carolina,153,69.0,1,Kansas,2305,72.0,0,2305,2022
16,Texas A&M-CC,357,75.0,1,Alabama,333,96.0,0,333,2023
9,West Virginia,277,65.0,8,Maryland,120,67.0,0,120,2023
12,Charleston,232,57.0,5,San Diego St,21,63.0,0,21,2023
13,Furman,231,68.0,4,Virginia,258,67.0,1,231,2023
11,NC State,152,63.0,6,Creighton,156,72.0,0,156,2023
14,Santa Barbara,2540,56.0,3,Baylor,239,74.0,0,239,2023
10,Utah State,328,65.0,7,Missouri,142,76.0,0,142,2023
15,Princeton,163,59.0,2,Arizona,12,55.0,1,163,2023
16,Fair Dickinson,161,63.0,1,Purdue,2509,58.0,1,161,2023
9,FAU,2226,66.0,8,Memphis,235,65.0,1,2226,2023
12,Oral Roberts,198,51.0,5,Duke,150,74.0,0,150,2023
13,Louisiana,309,55.0,4,Tennessee,2633,58.0,0,2633,2023
11,Providence,2507,53.0,6,Kentucky,96,61.0,0,96,2023
14,Montana St,147,65.0,3,Kansas St,2306,77.0,0,2306,2023
10,USC,30,62.0,7,Michigan St,127,72.0,0,127,2023
15,Vermont,261,61.0,2,Marquette,269,78.0,0,269,2023
16,N Kentucky,94,52.0,1,Houston,248,63.0,0,248,2023
9,Auburn,2,83.0,8,Iowa,2294,75.0,1,2,2023
12,Drake,2181,56.0,5,Miami,2390,63.0,0,2390,2023
13,Kent State,2309,60.0,4,Indiana,84,71.0,0,84,2023
11,Pitt,221,59.0,6,Iowa State,66,41.0,1,221,2023
14,Kennesaw St,338,67.0,3,Xavier,2752,72.0,0,2752,2023
10,Penn State,213,76.0,7,Texas A&M,245,59.0,1,213,2023
15,Colgate,2142,61.0,2,Texas,251,81.0,0,251,2023
16,Howard,47,68.0,1,Kansas,2305,96.0,0,2305,2023
9,Illinois,356,63.0,8,Arkansas,8,73.0,0,8,2023
12,VCU,2670,51.0,5,Saint Mary's,2608,63.0,0,2608,2023
13,Iona,314,63.0,4,UConn,41,87.0,0,41,2023
11,Arizona St,9,70.0,6,TCU,2628,72.0,0,2628,2023
14,Grand Canyon,2253,70.0,3,Gonzaga,2250,82.0,0,2250,2023
10,Boise St,68,67.0,7,Northwestern,77,75.0,0,77,2023
15,UNC Asheville,2427,53.0,2,UCLA,26,86.0,0,26,2023
8,Maryland,120,51.0,1,Alabama,333,73.0,0,333,2023
13,Furman,231,52.0,5,San Diego St,21,75.0,0,21,2023
6,Creighton,156,85.0,3,Baylor,239,76.0,1,156,2023
15,Princeton,163,78.0,7,Missouri,142,63.0,1,163,2023
16,Fair Dickinson,161,70.0,9,FAU,2226,78.0,0,2226,2023
5,Duke,150,52.0,4,Tennessee,2633,65.0,0,2633,2023
6,Kentucky,96,69.0,3,Kansas St,2306,75.0,0,2306,2023
7,Michigan St,127,69.0,2,Marquette,269,60.0,1,127,2023
9,Auburn,2,64.0,1,Houston,248,81.0,0,248,2023
5,Miami,2390,85.0,4,Indiana,84,69.0,1,2390,2023
11,Pitt,221,73.0,3,Xavier,2752,84.0,0,2752,2023
10,Penn State,213,66.0,2,Texas,251,71.0,0,251,2023
8,Arkansas,8,72.0,1,Kansas,2305,71.0,1,8,2023
5,Saint Mary's,2608,55.0,4,UConn,41,70.0,0,41,2023
6,TCU,2628,81.0,3,Gonzaga,2250,84.0,0,2250,2023
7,Northwestern,77,63.0,2,UCLA,26,68.0,0,26,2023
5,San Diego St,21,71.0,1,Alabama,333,64.0,1,21,2023
15,Princeton,163,75.0,6,Creighton,156,86.0,0,156,2023
9,FAU,2226,62.0,4,Tennessee,2633,55.0,1,2226,2023
7,Michigan St,127,93.0,3,Kansas St,2306,98.0,0,2306,2023
5,Miami,2390,89.0,1,Houston,248,75.0,1,2390,2023
3,Xavier,2752,71.0,2,Texas,251,83.0,0,251,2023
8,Arkansas,8,65.0,4,UConn,41,88.0,0,41,2023
3,Gonzaga,2250,79.0,2,UCLA,26,76.0,1,2250,2023
6,Creighton,156,56.0,5,San Diego St,21,57.0,0,21,2023
9,FAU,2226,79.0,3,Kansas St,2306,76.0,1,2226,2023
5,Miami,2390,88.0,2,Texas,251,81.0,1,2390,2023
4,UConn,41,82.0,3,Gonzaga,2250,54.0,1,41,2023
9,FAU,2226,71.0,5,San Diego St,21,72.0,0,21,2023
5,Miami,2390,59.0,4,UConn,41,72.0,0,41,2023
5,San Diego St,21,59.0,4,UConn,41,76.0,0,41,2023
16,Stetson,56,52.0,1,UConn,41,91.0,0,41,2024
9,Northwestern,77,77.0,8,FAU,2226,65.0,1,77,2024
12,UAB,5,65.0,5,San Diego St,21,69.0,0,21,2024
13,Yale,43,78.0,4,Auburn,2,76.0,1,43,2024
11,Duquesne,2184,71.0,6,BYU,252,67.0,1,2184,2024
14,Morehead St,2413,69.0,3,Illinois,356,85.0,0,356,2024
10,Drake,2181,61.0,7,Washington St,265,66.0,0,265,2024
15,S Dakota St,2571,65.0,2,Iowa State,66,82.0,0,66,2024
16,Wagner,2681,62.0,1,North Carolina,153,90.0,0,153,2024
9,Michigan St,127,69.0,8,Mississippi St,344,51.0,1,127,2024
12,Grand Canyon,2253,75.0,5,Saint Mary's,2608,66.0,1,2253,2024
13,Charleston,232,96.0,4,Alabama,333,109.0,0,333,2024
11,New Mexico,167,56.0,6,Clemson,228,77.0,0,228,2024
14,Colgate,2142,67.0,3,Baylor,239,92.0,0,239,2024
10,Nevada,2440,60.0,7,Dayton,2168,63.0,0,2168,2024
15,Long Beach St,299,65.0,2,Arizona,12,85.0,0,12,2024
16,Longwood,2344,46.0,1,Houston,248,86.0,0,248,2024
9,Texas A&M,245,98.0,8,Nebraska,158,83.0,1,245,2024
12,James Madison,256,72.0,5,Wisconsin,275,61.0,1,256,2024
13,Vermont,261,47.0,4,Duke,150,64.0,0,150,2024
11,NC State,152,80.0,6,Texas Tech,2641,67.0,1,152,2024
14,Oakland,2473,80.0,3,Kentucky,96,76.0,1,2473,2024
10,Colorado,38,102.0,7,Florida,57,100.0,1,38,2024
15,Western KY,98,69.0,2,Marquette,269,87.0,0,269,2024
16,Grambling,2755,50.0,1,Purdue,2509,78.0,0,2509,2024
9,TCU,2628,72.0,8,Utah State,328,88.0,0,328,2024
12,McNeese,2377,65.0,5,Gonzaga,2250,86.0,0,2250,2024
13,Samford,2535,89.0,4,Kansas,2305,93.0,0,2305,2024
11,Oregon,2483,87.0,6,South Carolina,2579,73.0,1,2483,2024
14,Akron,2006,60.0,3,Creighton,156,77.0,0,156,2024
10,Colorado St,36,44.0,7,Texas,251,56.0,0,251,2024
15,Saint Peter's,2612,49.0,2,Tennessee,2633,83.0,0,2633,2024
9,Northwestern,77,58.0,1,UConn,41,75.0,0,41,2024
13,Yale,43,57.0,5,San Diego St,21,85.0,0,21,2024
11,Duquesne,2184,63.0,3,Illinois,356,89.0,0,356,2024
7,Washington St,265,56.0,2,Iowa State,66,67.0,0,66,2024
9,Michigan St,127,69.0,1,North Carolina,153,85.0,0,153,2024
12,Grand Canyon,2253,61.0,4,Alabama,333,72.0,0,333,2024
6,Clemson,228,72.0,3,Baylor,239,64.0,1,228,2024
7,Dayton,2168,68.0,2,Arizona,12,78.0,0,12,2024
9,Texas A&M,245,95.0,1,Houston,248,100.0,0,248,2024
12,James Madison,256,55.0,4,Duke,150,93.0,0,150,2024
14,Oakland,2473,73.0,11,NC State,152,79.0,0,152,2024
10,Colorado,38,77.0,2,Marquette,269,81.0,0,269,2024
8,Utah State,328,67.0,1,Purdue,2509,106.0,0,2509,2024
5,Gonzaga,2250,89.0,4,Kansas,2305,68.0,1,2250,2024
11,Oregon,2483,73.0,3,Creighton,156,86.0,0,156,2024
7,Texas,251,58.0,2,Tennessee,2633,62.0,0,2633,2024
5,San Diego St,21,52.0,1,UConn,41,82.0,0,41,2024
3,Illinois,356,72.0,2,Iowa State,66,69.0,1,356,2024
4,Alabama,333,89.0,1,North Carolina,153,87.0,1,333,2024
6,Clemson,228,77.0,2,Arizona,12,72.0,1,228,2024
4,Duke,150,54.0,1,Houston,248,51.0,1,150,2024
11,NC State,152,67.0,2,Marquette,269,58.0,1,152,2024
5,Gonzaga,2250,68.0,1,Purdue,2509,80.0,0,2509,2024
3,Creighton,156,75.0,2,Tennessee,2633,82.0,0,2633,2024
3,Illinois,356,52.0,1,UConn,41,77.0,0,41,2024
6,Clemson,228,82.0,4,Alabama,333,89.0,0,333,2024
11,NC State,152,76.0,4,Duke,150,64.0,1,152,2024
2,Tennessee,2633,66.0,1,Purdue,2509,72.0,0,2509,2024
4,Alabama,333,72.0,1,UConn,41,86.0,0,41,2024
11,NC State,152,50.0,1,Purdue,2509,63.0,0,2509,2024
1,UConn,41,75.0,1,Purdue,2509,60.0,1,41,2024
